Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
https://businessinsider.de,https://www.businessinsider.de/politik/deutschland/feed/,Business Insider,Business,Enabled,,,article,,businessinsider.de,Business,73,
https://gamepro.de,https://www.gamepro.de/rss/gpnews.rss,GamePro,Gaming,Enabled,,,article,,gamepro.de,Gaming,74,
https://t3n.de,https://t3n.de/rss.xml,t3n,Technology,Enabled,,,article,,t3n.de,Technology,75,
https://gutekueche.at,https://www.gutekueche.at/feed/tagesrezept,Gute Küche,Food,Enabled,,,article,,gutekueche.at,Food,76,
https://vip.de,https://feeds.feedburner.com/vip/alle-news,VIP.de,Entertainment,Enabled,,,article,,vip.de,Entertainment,77,
https://gamerant.com,https://www.gamerant.com/feed/,Game Rant,Gaming,Enabled,,,article,,gamerant.com,Gaming,78,
https://tz.de,https://www.tz.de/rssfeed.rdf,tz,Top News,Enabled,,,article,,tz.de,Top News,79,
https://eatsmarter.de,https://eatsmarter.de/themen-des-tages/feed,EatSmarter,Food,Enabled,,,article,,eatsmarter.de,Food,80,
https://aerzteblatt.de,https://cfcdn.aerzteblatt.de/rss/news.asp,Ärzteblatt,Health,Enabled,,,article,,aerzteblatt.de,Health,81,
https://bz-berlin.de,https://www.bz-berlin.de/rss,B.Z.,Top News,Enabled,,,article,,bz-berlin.de,Top News,82,
https://mopo.de,https://www.mopo.de/rss,Hamburger Morgenpost,Top News,Enabled,,,article,,mopo.de,Top News,83,
https://tvmovie.de,https://www.tvmovie.de/rss.xml,TV Movie,Entertainment,Enabled,,,article,,tvmovie.de,Entertainment,84,
https://spieletipps.de,https://feeds.feedburner.com/spieletipps,spieletipps ,Gaming,Enabled,,,article,,spieletipps.de,Gaming,85,
https://sport.de,https://www.sport.de/rss/news/,Sport.de,Sport,Enabled,,,article,,sport.de,Sport,86,
https://news.de,https://www.news.de/rss/news/,news.de,Top News,Enabled,,,article,,news.de,Top News,87,
https://stadt-bremerhaven.de,https://stadt-bremerhaven.de/feed,CaschysBlog,Technology,Enabled,,,article,,stadt-bremerhaven.de,Technology,88,
https://planet-wissen.de,https://www.planet-wissen.de/planetwissenindex100.feed,Planet Wissen,World News,Enabled,,,article,,planet-wissen.de,World News,89,
https://thegamer.com,https://www.thegamer.com/feed,The Gamer,Gaming,Enabled,,,article,,thegamer.com,Gaming,90,
