Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative ID,Destination Domains
mundodeportivo.com/futbol/fc-barcelona,https://feeds.feedburner.com/mundodeportivo-futbol-fc-barcelona,F.C. Barcelona,Sports,Disabled,-0.18,,article,,www.mundodeportivo.com
nbamaniacs.com,https://feeds.feedburner.com/nbamaniacs,nbamaniacs,Sports,Disabled,-0.28,,article,,www.nbamaniacs.com
lalibretadevangaal.com,https://www.lalibretadevangaal.com/feed,La Libreta de Van Gaal,Sports,Disabled,-0.32,,article,,www.lalibretadevangaal.com
todomountainbike.net/,https://www.todomountainbike.es/rss,TodoMountainBike,Sports,Disabled,-0.37,,article,,www.todomountainbike.net
runfitners.com,https://runfitners.com/feed/,Runfitners,Sports,Disabled,-0.44,,article,,runfitners.com
lanacion.com.ar/herramientas/rss/index.aspx?categoria_id=131,https://contenidos.lanacion.com.ar/herramientas/rss/categoria_id=131,Deportes - lanacion.com,Sports,Disabled,-0.45,,article,,www.lanacion.com.ar
rtve.es,https://www.rtve.es/rss/temas_deportes.xml,Deportes en rtve.es,Sports,Disabled,-0.46,,article,,www.rtve.es
cnet.com/es/#ftag=ESPdf5230a,https://www.cnet.com/es/rss/,CNET en Español,Technology,Enabled,8.68,,article,,cnet.com
xataka.com,https://feeds.weblogssl.com/xataka2,Xataka,Technology,Enabled,6.17,,article,,www.xataka.com
genbeta.com,https://www.genbeta.com/index.xml,Genbeta,Technology,Enabled,3.34,,article,,www.genbeta.com
genbeta.com,https://www.genbeta.com/index.xml,Genbeta,Technology,Enabled,3.34,,article,,www.genbeta.com
elandroidelibre.elespanol.com,https://www.elandroidelibre.com/,El Androide Libre,Technology,Enabled,3.19,,article,,elandroidelibre.elespanol.com
hipertextual.com,https://alt1040.com/,Hipertextual,Technology,Enabled,2.95,,article,,hipertextual.com
elpais.com/rss/tecnologia/portada.xml,https://www.elpais.com/rss/feed.html?feedId=1005,Portada de Tecnología | EL PAÍS,Technology,Enabled,2.38,,article,,elpais.com
engadget.com/,https://es.engadget.com/rss.xml,Engadget,Technology,Enabled,2.36,,article,,engadget.com
microsiervos.com,https://www.microsiervos.com/index.xml,Microsiervos,Technology,Enabled,1.88,,article,,www.microsiervos.com
applesfera.com,https://feeds.weblogssl.com/applesfera,Applesfera,Technology,Enabled,1.8,,article,,www.applesfera.com
xatakandroid.com,https://www.xatakandroid.com/index.xml,Xataka Android,Technology,Disabled,1.47,,article,,www.xatakandroid.com
muyinteresante.es,https://feeds.feedburner.com/Muyinteresantees,MuyInteresante.es,Technology,Disabled,1.47,,article,,www.muyinteresante.es
fayerwayer.com/fw,https://feeds.feedburner.com/FayerWayer,Fayerwayer,Technology,Disabled,1.43,,article,,fayerwayer.com
xatakaciencia.com,https://www.xatakaciencia.com/index.xml,Xataka Ciencia,Technology,Disabled,1.34,,article,,xatakaciencia.com
es.gizmodo.com,https://es.gizmodo.com/rss,Gizmodo en Español,Technology,Disabled,1.3,,article,,es.gizmodo.com
xatakamovil.com,https://www.xatakamovil.com/atom.xml,Xataka Móvil,Technology,Disabled,1.03,,article,,www.xatakamovil.com
vidaextra.com,https://feeds.weblogssl.com/vidaextra,Vida Extra,Technology,Disabled,1,,article,,www.vidaextra.com
enriquedans.com,https://feeds.feedburner.com/ElBlogDeEnriqueDans,Enrique Dans,Technology,Disabled,0.77,,article,,www.enriquedans.com
wwwhatsnew.com,https://feeds2.feedburner.com/Wwwhatsnew,Wwwhat's new?,Technology,Disabled,0.76,,article,,wwwhatsnew.com
elespanol.com/omicrono/,https://www.omicrono.com/,El Español - Omicrono,Technology,Disabled,0.35,,article,,elespanol.com
amazings.es,https://amazings.es/,Amazings,Technology,Disabled,0.29,,article,,amazings.es
andro4all.com,https://feeds.feedburner.com/Andro4allcom,Andro4all,Technology,Disabled,0.27,,article,,andro4all.com
tendencias21.es/,https://www.tendencias21.net/xml/syndication.rss,"Tendencias 21. Ciencia, tecnología, sociedad y cultura",Technology,Disabled,0.16,,article,,tendencias21.es
magnet.xataka.com,https://magnet.xataka.com/index.xml,Magnet,Technology,Disabled,0.13,,article,,magnet.xataka.com
20minutos.es,https://www.20minutos.es/rss/tecnologia/,20MINUTOS.ES - Tecnología,Technology,Disabled,-0.02,,article,,www.20minutos.es
xatakafoto.com,https://feeds.weblogssl.com/xatakafoto,Xataka Foto,Technology,Disabled,-0.02,,article,,xatakafoto.com
nopuedocreer.com,https://feeds.feedburner.com/NoPuedoCreerQueLoHayanInventado,No Puedo Creer,Technology,Disabled,-0.04,,article,,nopuedocreer.com
nopuedocreer.com,https://feeds.feedburner.com/NoPuedoCreerQueLoHayanInventado,No Puedo Creer,Technology,Disabled,-0.04,,article,,nopuedocreer.com
rss.elconfidencial.com/tecnologia/,https://www.elconfidencial.com/rss/tecnologia.xml,Tecnología,Technology,Disabled,-0.1,,article,,www.elconfidencial.com
elladodelmal.com/,https://feeds.feedburner.com/ElLadoDelMal,Un informático en el lado del mal,Technology,Disabled,-0.15,,article,,www.elladodelmal.com
adslzone.net,https://feeds.feedburner.com/adslzone,ADSLZone,Technology,Disabled,-0.19,,article,,www.adslzone.net
elviajero.elpais.com/rss/elviajero/portada.xml,https://ep01.epimg.net/rss/elviajero/portada.xml,Portada de El Viajero | EL PAÍS,Travel,Enabled,9.51,,article,,elpais.com;elviajero.elpais.com
elpais.com/agr/rss/paco_nadal,https://elpais.com/agr/rss/paco_nadal/a,Paco Nadal,Travel,Enabled,8.65,,article,,elpais.com
nationalgeographic.com.es/,https://www.nationalgeographic.com.es/feeds/rss.html,www.nationalgeographic.com.es - Últimas noticias,Travel,Enabled,5.93,,article,,www.nationalgeographic.com.es
diariodelviajero.com,https://feeds.weblogssl.com/diariodelviajero,Diario del Viajero,Travel,Enabled,5.1,,article,,www.diariodelviajero.com
elmundo.es,https://e00-elmundo.uecdn.es/rss/viajes.xml,Viajes // elmundo,Travel,Enabled,4.2,,article,,www.elmundo.es
101lugaresincreibles.com,https://feeds.feedburner.com/101LugaresIncreibles,101 Lugares increíbles,Travel,Enabled,4.13,,article,,101lugaresincreibles.com
ofertasparaviajar.com,https://www.ofertasparaviajar.com/index.rdf,Ofertas para Viajar,Travel,Disabled,1.55,,article,,ofertasparaviajar.com
20minutos.es,https://www.20minutos.es/rss/viajes/,20MINUTOS.ES - Viajes,Travel,Disabled,1.09,,article,,www.20minutos.es
kirainet.com,https://www.kirainet.com/,Kirai,Travel,Disabled,1.04,,article,,kirainet.com
blogdeviajes.com.ar,https://www.blogdeviajes.com.ar/,Blog de Viajes,Travel,Disabled,0.83,,article,,blogdeviajes.com.ar
hosteltur.com,https://www.hosteltur.com/rss/home.php?set_profile=1,Hosteltur Edición España,Travel,Disabled,0.38,,article,,www.hosteltur.com
europapress.es/turismo/,https://www.europapress.es/rss/rss.aspx?ch=679,Europa Press - Turismo,Travel,Disabled,0.27,,article,,www.europapress.es
viajes.101lugaresincreibles.com,https://viajes.101lugaresincreibles.com/,Viajes – 101lugaresincreibles –,Travel,Disabled,0.26,,article,,viajes.101lugaresincreibles.com
guialowcost.es,https://www.guialowcost.es/atom/,Guía Low Cost,Travel,Disabled,0.17,,article,,www.guialowcost.es
fronterasblog.com,https://fronterasblog.wordpress.com/,Fronteras,Travel,Disabled,0.04,,article,,fronterasblog.com
locuraviajes.com,https://locuraviajes.com/blog/,LocuraViajes.com,Travel,Disabled,0.03,,article,,locuraviajes.com
traveler.es,https://www.traveler.es/home.xml,Traveler Feed,Travel,Disabled,-0.04,,article,,traveler.es
ignacioizquierdo.com,https://www.ignacioizquierdo.com/blog/,Blog – Crónicas de una cámara,Travel,Disabled,-0.12,,article,,ignacioizquierdo.com
secretosdemadrid.es,https://www.secretosdemadrid.es/,Secretos de Madrid,Travel,Disabled,-0.13,,article,,secretosdemadrid.es
madriddiferente.com,https://madriddiferente.com/index.php/,Madrid Diferente,Travel,Disabled,-0.16,,article,,madriddiferente.com
preferente.com,https://www.preferente.com/feed,Preferente.com,Travel,Disabled,-0.21,,article,,www.preferente.com
tecnohotelnews.com,https://www.tecnohotelnews.com/,TecnoHotel,Travel,Disabled,-0.26,,article,,tecnohotelnews.com
sobreturismo.es,https://sobreturismo.es/,SobreTurismo,Travel,Disabled,-0.35,,article,,sobreturismo.es
elpachinko.com,https://elpachinko.com/,El Pachinko,Travel,Disabled,-0.37,,article,,elpachinko.com
viajablog.com,https://feeds.feedburner.com/viajablog/YFzw,Viajablog,Travel,Disabled,-0.43,,article,,www.viajablog.com
sirchandler.com.ar,https://www.sirchandler.com.ar/,Sir Chandler,Travel,Disabled,-0.46,,article,,sirchandler.com.ar
elrincondesele.com,https://www.elrincondesele.com/,El rincón de Sele,Travel,Disabled,-0.48,,article,,elrincondesele.com
promociones-aereas.com.ar,https://www.promociones-aereas.com.ar/feeds/posts/default,Promociones Aéreas,Travel,Disabled,-0.48,,article,,promociones-aereas.com.ar
