Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative ID,Destination Domains
https://www.itmedia.co.jp/,https://rss.itmedia.co.jp/rss/1.0/plusd.xml,ITmedia,Technology,Disabled,,,article,,www.itmedia.co.jp
https://xtech.nikkei.com/,https://xtech.nikkei.com/rss/index.rdf,日経クロステック,Technology,Disabled,,,article,,xtech.nikkei.com
https://techblog.yahoo.co.jp/,https://techblog.yahoo.co.jp/atom.xml,Yahoo! JAPAN Tech Blog,Technology,Disabled,,,article,,techblog.yahoo.co.jp
https://techlife.cookpad.com/,https://techlife.cookpad.com/feed,クックパッド開発者ブログ,Technology,Disabled,,,article,,techlife.cookpad.com
https://forest.watch.impress.co.jp/,https://www.watch.impress.co.jp/data/rss/1.0/ipw/feed.rdf,窓の杜,Technology,Disabled,,,article,,forest.watch.impress.co.jp
https://www.infoq.com/jp/,https://feed.infoq.com/jp/news,InfoQ,Technology,Disabled,,,article,,www.infoq.com
https://thinkit.co.jp/,https://thinkit.co.jp/rss.xml,Think IT,Technology,Disabled,,,article,,thinkit.co.jp
https://www.technologyreview.jp/,https://www.technologyreview.jp/feed/,MITテクノロジーレビュー,Technology,Disabled,,,article,,www.technologyreview.jp
https://japan.cnet.com,https://feeds.japan.cnet.com/rss/cnet/all.rdf,CNET Japan,Top News,Disabled,,,article,,japan.cnet.com
https://www.afpbb.com/,https://feeds.afpbb.com/rss/afpbb/afpbbnews,AFPBB News,Top News,Disabled,,,article,,www.afpbb.com
https://getnews.jp,https://getnews.jp/feed,ガジェット通信,Top News,Disabled,,,article,,getnews.jp
https://gigazine.net/,https://gigazine.net/news/rss_2.0/,GIGAZINE,Top News,Disabled,,,article,,gigazine.net
https://news.yahoo.co.jp/search/?p=%E7%94%A3%E7%B5%8C%E6%96%B0%E8%81%9E&vaop=a&to=2&st=n&c_n=dom/,https://news.yahoo.co.jp/rss/topics/top-picks.xml,産経新聞 - 国内,Top News,Disabled,,,article,,news.yahoo.co.jp
https://kyoko-np.net/,https://kyoko-np.net/index.xml,虚構新聞,Top News,Disabled,,,article,,kyoko-np.net
https://news.tbs.co.jp/,https://news.tbs.co.jp/rss/tbs_newsi.rdf,TBS NEWS,Top News,Disabled,,,article,,news.tbs.co.jp
https://news.yahoo.co.jp/,https://news.yahoo.co.jp/rss/topics/top-picks.xml,Yahoo!ニュース・トピックス ,Top News,Disabled,,,article,,news.yahoo.co.jp
https://nlab.itmedia.co.jp/,https://rss.itmedia.co.jp/rss/1.0/netlab.xml,ねとらぼ,Top News,Disabled,,,article,,nlab.itmedia.co.jp
https://www.itmedia.co.jp/news/fortop/,https://rss.itmedia.co.jp/rss/1.0/topstory.xml,ITmedia TOP STORIES ,Top News,Disabled,,,article,,monoist.itmedia.co.jp;www.itmedia.co.jp
https://www.atmarkit.co.jp/,https://rss.itmedia.co.jp/rss/0.91/ait.xml,＠IT,Top News,Disabled,,,article,,atmarkit.itmedia.co.jp
https://www3.nhk.or.jp/news/,https://www3.nhk.or.jp/rss/news/cat0.xml,NHKニュース,Top News,Disabled,,,article,,www3.nhk.or.jp
https://www.buzzfeed.com/news/,https://www.buzzfeed.com/jp/news.xml?country=jp,BuzzFeed ,Top News,Disabled,,,article,,www.buzzfeed.com
https://www.fnn.jp/,https://www.fnn.jp/list/feed/rss,FNNプライムオンライン,Top News,Disabled,,,article,,www.fnn.jp
https://co-trip.jp/,https://co-trip.jp/feed/rss2.0,ことりっぷ,Travel,Disabled,,,article,,co-trip.jp
https://crea.bunshun.jp/list/genre/trip/,https://crea.bunshun.jp/list/feed/rss-trip,CREA WEB,Travel,Disabled,,,article,,crea.bunshun.jp
https://www.travel.co.jp/guide/,https://www.travel.co.jp/guide/feed/,LINEトラベルjp 旅行ガイド,Travel,Disabled,,,article,,www.travel.co.jp
https://retrip.jp/feeds/,https://retrip.jp/feeds/,RETRIP,Travel,Disabled,,,article,,rtrp.jp
https://tabiris.com/,https://tabiris.com/feed,タビリス,Travel,Disabled,,,article,,tabiris.com
https://tabizine.jp,https://tabizine.jp/feed/,TABIZINE,Travel,Disabled,,,article,,tabizine.jp
https://trafficnews.jp/feed/,https://trafficnews.jp/feed/,乗りものニュース,Travel,Disabled,,,article,,trafficnews.jp
https://travel.watch.impress.co.jp/,https://travel.watch.impress.co.jp/data/rss/1.0/trw/feed.rdf,トラベル Watch,Travel,Disabled,,,article,,travel.watch.impress.co.jp
https://www.jalan.net/news/,https://www.jalan.net/news/feed/rss2/,じゃらんニュース,Travel,Disabled,,,article,,www.jalan.net
https://www.traicy.com,https://www.traicy.com/feed/,TRAICY,Travel,Disabled,,,article,,www.traicy.com
https://travel.spot-app.jp/,https://travel.spot-app.jp/feed/,SPOT(スポット) -おでかけ体験型メディア-,Travel,Disabled,,,article,,event.spot-app.jp;travel.spot-app.jp
